Measure;Time;val
Ongoing intensive care treatment periods;2022-01-27;24
Ongoing treatment periods at specialised medical care wards;2022-01-28;141
Ongoing treatment periods primary health care wards;2022-01-28;169
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-28;
Ongoing intensive care treatment periods;2022-01-28;22
Ongoing treatment periods at specialised medical care wards;2022-01-29;141
Ongoing treatment periods primary health care wards;2022-01-29;169
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-29;
Ongoing intensive care treatment periods;2022-01-29;22
Ongoing treatment periods at specialised medical care wards;2022-01-30;141
Ongoing treatment periods primary health care wards;2022-01-30;169
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-30;
Ongoing intensive care treatment periods;2022-01-30;22
Ongoing treatment periods at specialised medical care wards;2022-01-31;151
Ongoing treatment periods primary health care wards;2022-01-31;156
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-31;
Ongoing intensive care treatment periods;2022-01-31;22
Ongoing treatment periods at specialised medical care wards;2022-02-01;151
Ongoing treatment periods primary health care wards;2022-02-01;156
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-01;
Ongoing intensive care treatment periods;2022-02-01;22
Ongoing treatment periods at specialised medical care wards;2022-02-02;124
Ongoing treatment periods primary health care wards;2022-02-02;152
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-02;
Ongoing intensive care treatment periods;2022-02-02;18
Ongoing treatment periods at specialised medical care wards;2022-02-03;119
Ongoing treatment periods primary health care wards;2022-02-03;156
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-03;
Ongoing intensive care treatment periods;2022-02-03;18
Ongoing treatment periods at specialised medical care wards;2022-02-04;133
Ongoing treatment periods primary health care wards;2022-02-04;124
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-04;
Ongoing intensive care treatment periods;2022-02-04;13
Ongoing treatment periods at specialised medical care wards;2022-02-05;133
Ongoing treatment periods primary health care wards;2022-02-05;124
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-05;
Ongoing intensive care treatment periods;2022-02-05;13
Ongoing treatment periods at specialised medical care wards;2022-02-06;133
Ongoing treatment periods primary health care wards;2022-02-06;124
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-06;
Ongoing intensive care treatment periods;2022-02-06;13
Ongoing treatment periods at specialised medical care wards;2022-02-07;138
Ongoing treatment periods primary health care wards;2022-02-07;122
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-07;
Ongoing intensive care treatment periods;2022-02-07;15
Ongoing treatment periods at specialised medical care wards;2022-02-08;138
Ongoing treatment periods primary health care wards;2022-02-08;122
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-08;
Ongoing intensive care treatment periods;2022-02-08;15
Ongoing treatment periods at specialised medical care wards;2022-02-09;128
Ongoing treatment periods primary health care wards;2022-02-09;112
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-09;
Ongoing intensive care treatment periods;2022-02-09;13
Ongoing treatment periods at specialised medical care wards;2022-02-10;128
Ongoing treatment periods primary health care wards;2022-02-10;112
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-10;
Ongoing intensive care treatment periods;2022-02-10;13
Ongoing treatment periods at specialised medical care wards;2022-02-11;155
Ongoing treatment periods primary health care wards;2022-02-11;87
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-11;
Ongoing intensive care treatment periods;2022-02-11;11
Ongoing treatment periods at specialised medical care wards;2022-02-12;155
Ongoing treatment periods primary health care wards;2022-02-12;87
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-12;
Ongoing intensive care treatment periods;2022-02-12;11
Ongoing treatment periods at specialised medical care wards;2022-02-13;155
Ongoing treatment periods primary health care wards;2022-02-13;87
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-13;
Ongoing intensive care treatment periods;2022-02-13;11
Ongoing treatment periods at specialised medical care wards;2022-02-14;158
Ongoing treatment periods primary health care wards;2022-02-14;65
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-14;
Ongoing intensive care treatment periods;2022-02-14;13
Ongoing treatment periods at specialised medical care wards;2022-02-15;157
Ongoing treatment periods primary health care wards;2022-02-15;62
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-15;
Ongoing intensive care treatment periods;2022-02-15;13
Ongoing treatment periods at specialised medical care wards;2022-02-16;137
Ongoing treatment periods primary health care wards;2022-02-16;88
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-16;
Ongoing intensive care treatment periods;2022-02-16;12
Ongoing treatment periods at specialised medical care wards;2022-02-17;139
Ongoing treatment periods primary health care wards;2022-02-17;87
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-17;
Ongoing intensive care treatment periods;2022-02-17;12
Ongoing treatment periods at specialised medical care wards;2022-02-18;121
Ongoing treatment periods primary health care wards;2022-02-18;90
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-18;
Ongoing intensive care treatment periods;2022-02-18;14
Ongoing treatment periods at specialised medical care wards;2022-02-19;121
Ongoing treatment periods primary health care wards;2022-02-19;90
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-19;
Ongoing intensive care treatment periods;2022-02-19;14
Ongoing treatment periods at specialised medical care wards;2022-02-20;121
Ongoing treatment periods primary health care wards;2022-02-20;90
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-20;
Ongoing intensive care treatment periods;2022-02-20;14
Ongoing treatment periods at specialised medical care wards;2022-02-21;135
Ongoing treatment periods primary health care wards;2022-02-21;94
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-21;
Ongoing intensive care treatment periods;2022-02-21;14
Ongoing treatment periods at specialised medical care wards;2022-02-22;135
Ongoing treatment periods primary health care wards;2022-02-22;94
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-22;
Ongoing intensive care treatment periods;2022-02-22;14
Ongoing treatment periods at specialised medical care wards;2022-02-23;115
Ongoing treatment periods primary health care wards;2022-02-23;90
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-23;
Ongoing intensive care treatment periods;2022-02-23;11
Ongoing treatment periods at specialised medical care wards;2022-02-24;115
Ongoing treatment periods primary health care wards;2022-02-24;90
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-24;
Ongoing intensive care treatment periods;2022-02-24;11
Ongoing treatment periods at specialised medical care wards;2022-02-25;110
Ongoing treatment periods primary health care wards;2022-02-25;91
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-25;
Ongoing intensive care treatment periods;2022-02-25;13
Ongoing treatment periods at specialised medical care wards;2022-02-26;110
Ongoing treatment periods primary health care wards;2022-02-26;91
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-26;
Ongoing intensive care treatment periods;2022-02-26;13
Ongoing treatment periods at specialised medical care wards;2022-02-27;110
Ongoing treatment periods primary health care wards;2022-02-27;91
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-27;
Ongoing intensive care treatment periods;2022-02-27;13
Ongoing treatment periods at specialised medical care wards;2022-02-28;112
Ongoing treatment periods primary health care wards;2022-02-28;79
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-28;
Ongoing intensive care treatment periods;2022-02-28;12
Ongoing treatment periods at specialised medical care wards;2022-03-01;112
Ongoing treatment periods primary health care wards;2022-03-01;79
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-01;
Ongoing intensive care treatment periods;2022-03-01;12
Ongoing treatment periods at specialised medical care wards;2022-03-02;104
Ongoing treatment periods primary health care wards;2022-03-02;79
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-02;
Ongoing intensive care treatment periods;2022-03-02;10
Ongoing treatment periods at specialised medical care wards;2022-03-03;105
Ongoing treatment periods primary health care wards;2022-03-03;80
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-03;
Ongoing intensive care treatment periods;2022-03-03;10
Ongoing treatment periods at specialised medical care wards;2022-03-04;94
Ongoing treatment periods primary health care wards;2022-03-04;78
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-04;
Ongoing intensive care treatment periods;2022-03-04;8
Ongoing treatment periods at specialised medical care wards;2022-03-05;94
Ongoing treatment periods primary health care wards;2022-03-05;78
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-05;
Ongoing intensive care treatment periods;2022-03-05;8
Ongoing treatment periods at specialised medical care wards;2022-03-06;94
Ongoing treatment periods primary health care wards;2022-03-06;78
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-06;
Ongoing intensive care treatment periods;2022-03-06;8
Ongoing treatment periods at specialised medical care wards;2022-03-07;122
Ongoing treatment periods primary health care wards;2022-03-07;80
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-07;
Ongoing intensive care treatment periods;2022-03-07;7
Ongoing treatment periods at specialised medical care wards;2022-03-08;122
Ongoing treatment periods primary health care wards;2022-03-08;80
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-08;
Ongoing intensive care treatment periods;2022-03-08;7
Ongoing treatment periods at specialised medical care wards;2022-03-09;119
Ongoing treatment periods primary health care wards;2022-03-09;91
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-09;
Ongoing intensive care treatment periods;2022-03-09;8
Ongoing treatment periods at specialised medical care wards;2022-03-10;119
Ongoing treatment periods primary health care wards;2022-03-10;91
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-10;
Ongoing intensive care treatment periods;2022-03-10;8
Ongoing treatment periods at specialised medical care wards;2022-03-11;116
Ongoing treatment periods primary health care wards;2022-03-11;84
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-11;
Ongoing intensive care treatment periods;2022-03-11;11
Ongoing treatment periods at specialised medical care wards;2022-03-12;116
Ongoing treatment periods primary health care wards;2022-03-12;84
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-12;
Ongoing intensive care treatment periods;2022-03-12;11
Ongoing treatment periods at specialised medical care wards;2022-03-13;116
Ongoing treatment periods primary health care wards;2022-03-13;84
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-13;
Ongoing intensive care treatment periods;2022-03-13;11
Ongoing treatment periods at specialised medical care wards;2022-03-14;148
