Measure;Time;val
Ongoing treatment periods at specialised medical care wards;2022-01-29;289
Ongoing treatment periods primary health care wards;2022-01-29;291
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-29;
Ongoing intensive care treatment periods;2022-01-29;53
Ongoing treatment periods at specialised medical care wards;2022-01-30;289
Ongoing treatment periods primary health care wards;2022-01-30;291
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-30;
Ongoing intensive care treatment periods;2022-01-30;53
Ongoing treatment periods at specialised medical care wards;2022-01-31;337
Ongoing treatment periods primary health care wards;2022-01-31;284
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-01-31;
Ongoing intensive care treatment periods;2022-01-31;50
Ongoing treatment periods at specialised medical care wards;2022-02-01;334
Ongoing treatment periods primary health care wards;2022-02-01;287
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-01;
Ongoing intensive care treatment periods;2022-02-01;49
Ongoing treatment periods at specialised medical care wards;2022-02-02;296
Ongoing treatment periods primary health care wards;2022-02-02;322
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-02;
Ongoing intensive care treatment periods;2022-02-02;37
Ongoing treatment periods at specialised medical care wards;2022-02-03;280
Ongoing treatment periods primary health care wards;2022-02-03;329
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-03;
Ongoing intensive care treatment periods;2022-02-03;37
Ongoing treatment periods at specialised medical care wards;2022-02-04;301
Ongoing treatment periods primary health care wards;2022-02-04;323
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-04;
Ongoing intensive care treatment periods;2022-02-04;32
Ongoing treatment periods at specialised medical care wards;2022-02-05;301
Ongoing treatment periods primary health care wards;2022-02-05;323
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-05;
Ongoing intensive care treatment periods;2022-02-05;32
Ongoing treatment periods at specialised medical care wards;2022-02-06;301
Ongoing treatment periods primary health care wards;2022-02-06;323
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-06;
Ongoing intensive care treatment periods;2022-02-06;32
Ongoing treatment periods at specialised medical care wards;2022-02-07;333
Ongoing treatment periods primary health care wards;2022-02-07;295
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-07;
Ongoing intensive care treatment periods;2022-02-07;39
Ongoing treatment periods at specialised medical care wards;2022-02-08;338
Ongoing treatment periods primary health care wards;2022-02-08;304
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-08;
Ongoing intensive care treatment periods;2022-02-08;43
Ongoing treatment periods at specialised medical care wards;2022-02-09;314
Ongoing treatment periods primary health care wards;2022-02-09;365
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-09;
Ongoing intensive care treatment periods;2022-02-09;33
Ongoing treatment periods at specialised medical care wards;2022-02-10;318
Ongoing treatment periods primary health care wards;2022-02-10;368
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-10;
Ongoing intensive care treatment periods;2022-02-10;33
Ongoing treatment periods at specialised medical care wards;2022-02-11;344
Ongoing treatment periods primary health care wards;2022-02-11;334
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-11;
Ongoing intensive care treatment periods;2022-02-11;33
Ongoing treatment periods at specialised medical care wards;2022-02-12;344
Ongoing treatment periods primary health care wards;2022-02-12;334
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-12;
Ongoing intensive care treatment periods;2022-02-12;33
Ongoing treatment periods at specialised medical care wards;2022-02-13;344
Ongoing treatment periods primary health care wards;2022-02-13;334
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-13;
Ongoing intensive care treatment periods;2022-02-13;33
Ongoing treatment periods at specialised medical care wards;2022-02-14;377
Ongoing treatment periods primary health care wards;2022-02-14;276
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-14;
Ongoing intensive care treatment periods;2022-02-14;38
Ongoing treatment periods at specialised medical care wards;2022-02-15;371
Ongoing treatment periods primary health care wards;2022-02-15;269
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-15;
Ongoing intensive care treatment periods;2022-02-15;35
Ongoing treatment periods at specialised medical care wards;2022-02-16;329
Ongoing treatment periods primary health care wards;2022-02-16;357
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-16;
Ongoing intensive care treatment periods;2022-02-16;30
Ongoing treatment periods at specialised medical care wards;2022-02-17;328
Ongoing treatment periods primary health care wards;2022-02-17;332
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-17;
Ongoing intensive care treatment periods;2022-02-17;30
Ongoing treatment periods at specialised medical care wards;2022-02-18;310
Ongoing treatment periods primary health care wards;2022-02-18;338
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-18;
Ongoing intensive care treatment periods;2022-02-18;30
Ongoing treatment periods at specialised medical care wards;2022-02-19;310
Ongoing treatment periods primary health care wards;2022-02-19;338
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-19;
Ongoing intensive care treatment periods;2022-02-19;30
Ongoing treatment periods at specialised medical care wards;2022-02-20;310
Ongoing treatment periods primary health care wards;2022-02-20;338
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-20;
Ongoing intensive care treatment periods;2022-02-20;30
Ongoing treatment periods at specialised medical care wards;2022-02-21;338
Ongoing treatment periods primary health care wards;2022-02-21;365
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-21;
Ongoing intensive care treatment periods;2022-02-21;35
Ongoing treatment periods at specialised medical care wards;2022-02-22;339
Ongoing treatment periods primary health care wards;2022-02-22;370
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-22;
Ongoing intensive care treatment periods;2022-02-22;35
Ongoing treatment periods at specialised medical care wards;2022-02-23;308
Ongoing treatment periods primary health care wards;2022-02-23;382
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-23;
Ongoing intensive care treatment periods;2022-02-23;34
Ongoing treatment periods at specialised medical care wards;2022-02-24;312
Ongoing treatment periods primary health care wards;2022-02-24;382
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-24;
Ongoing intensive care treatment periods;2022-02-24;35
Ongoing treatment periods at specialised medical care wards;2022-02-25;314
Ongoing treatment periods primary health care wards;2022-02-25;371
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-25;
Ongoing intensive care treatment periods;2022-02-25;38
Ongoing treatment periods at specialised medical care wards;2022-02-26;314
Ongoing treatment periods primary health care wards;2022-02-26;371
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-26;
Ongoing intensive care treatment periods;2022-02-26;38
Ongoing treatment periods at specialised medical care wards;2022-02-27;314
Ongoing treatment periods primary health care wards;2022-02-27;371
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-27;
Ongoing intensive care treatment periods;2022-02-27;38
Ongoing treatment periods at specialised medical care wards;2022-02-28;327
Ongoing treatment periods primary health care wards;2022-02-28;360
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-02-28;
Ongoing intensive care treatment periods;2022-02-28;31
Ongoing treatment periods at specialised medical care wards;2022-03-01;314
Ongoing treatment periods primary health care wards;2022-03-01;348
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-01;
Ongoing intensive care treatment periods;2022-03-01;31
Ongoing treatment periods at specialised medical care wards;2022-03-02;303
Ongoing treatment periods primary health care wards;2022-03-02;429
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-02;
Ongoing intensive care treatment periods;2022-03-02;31
Ongoing treatment periods at specialised medical care wards;2022-03-03;299
Ongoing treatment periods primary health care wards;2022-03-03;426
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-03;
Ongoing intensive care treatment periods;2022-03-03;31
Ongoing treatment periods at specialised medical care wards;2022-03-04;301
Ongoing treatment periods primary health care wards;2022-03-04;434
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-04;
Ongoing intensive care treatment periods;2022-03-04;32
Ongoing treatment periods at specialised medical care wards;2022-03-05;301
Ongoing treatment periods primary health care wards;2022-03-05;434
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-05;
Ongoing intensive care treatment periods;2022-03-05;32
Ongoing treatment periods at specialised medical care wards;2022-03-06;301
Ongoing treatment periods primary health care wards;2022-03-06;434
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-06;
Ongoing intensive care treatment periods;2022-03-06;32
Ongoing treatment periods at specialised medical care wards;2022-03-07;356
Ongoing treatment periods primary health care wards;2022-03-07;445
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-07;
Ongoing intensive care treatment periods;2022-03-07;35
Ongoing treatment periods at specialised medical care wards;2022-03-08;356
Ongoing treatment periods primary health care wards;2022-03-08;445
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-08;
Ongoing intensive care treatment periods;2022-03-08;35
Ongoing treatment periods at specialised medical care wards;2022-03-09;345
Ongoing treatment periods primary health care wards;2022-03-09;459
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-09;
Ongoing intensive care treatment periods;2022-03-09;31
Ongoing treatment periods at specialised medical care wards;2022-03-10;345
Ongoing treatment periods primary health care wards;2022-03-10;459
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-10;
Ongoing intensive care treatment periods;2022-03-10;31
Ongoing treatment periods at specialised medical care wards;2022-03-11;348
Ongoing treatment periods primary health care wards;2022-03-11;423
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-11;
Ongoing intensive care treatment periods;2022-03-11;36
Ongoing treatment periods at specialised medical care wards;2022-03-12;348
Ongoing treatment periods primary health care wards;2022-03-12;423
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-12;
Ongoing intensive care treatment periods;2022-03-12;36
Ongoing treatment periods at specialised medical care wards;2022-03-13;348
Ongoing treatment periods primary health care wards;2022-03-13;423
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-13;
Ongoing intensive care treatment periods;2022-03-13;36
Ongoing treatment periods at specialised medical care wards;2022-03-14;391
Ongoing treatment periods primary health care wards;2022-03-14;437
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2022-03-14;
